Field,Image,Field1,Image2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Image10
https://www.fifaindex.com/player/31432/didier-drogba/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/31432.png,https://www.fifaindex.com/players/fifa10/?nationality=108,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/108.png,85,90,Didier Drogba,https://www.fifaindex.com/players/fifa10/?position=30,ST,31,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/30110/dimitar-berbatov/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/30110.png,https://www.fifaindex.com/players/fifa10/?nationality=9,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/9.png,85,87,Dimitar Berbatov,https://www.fifaindex.com/players/fifa10/?position=30,ST,28,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/7826/robin-van-persie/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/7826.png,https://www.fifaindex.com/players/fifa10/?nationality=34,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/34.png,85,90,Robin van Persie,https://www.fifaindex.com/players/fifa10/?position=27,CF,26,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/5809/nicolas-anelka/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/5809.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,85,89,Nicolas Anelka,https://www.fifaindex.com/players/fifa10/?position=30,ST,30,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/5467/jamie-carragher/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/5467.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,85,86,Jamie Carragher,https://www.fifaindex.com/players/fifa10/?position=5,CB,31,https://www.fifaindex.com/team/9/liverpool/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/9.png
https://www.fifaindex.com/player/152908/ashley-young/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/152908.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,84,87,Ashley Young,https://www.fifaindex.com/players/fifa10/?position=20,LWM,24,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/53050/emmanuel-adebayor/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53050.png,https://www.fifaindex.com/players/fifa10/?nationality=144,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/144.png,84,89,Emmanuel Adebayor,https://www.fifaindex.com/players/fifa10/?position=30,ST,25,https://www.fifaindex.com/team/10/manchester-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/10.png
https://www.fifaindex.com/player/52091/patrice-evra/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/52091.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,84,86,Patrice Evra,https://www.fifaindex.com/players/fifa10/?position=8,LWB,28,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/24630/pepe-reina/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/24630.png,https://www.fifaindex.com/players/fifa10/?nationality=45,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/45.png,84,86,Pepe Reina,https://www.fifaindex.com/players/fifa10/?position=0,GK,27,https://www.fifaindex.com/team/9/liverpool/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/9.png
https://www.fifaindex.com/player/21146/michael-carrick/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/21146.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,84,86,Michael Carrick,https://www.fifaindex.com/players/fifa10/?position=17,CM,28,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/6647/william-gallas/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/6647.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,84,86,William Gallas,https://www.fifaindex.com/players/fifa10/?position=5,CB,32,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/3647/michael-ballack/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/3647.png,https://www.fifaindex.com/players/fifa10/?nationality=21,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/21.png,84,88,Michael Ballack,https://www.fifaindex.com/players/fifa10/?position=17,CM,32,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/3622/ricardo-carvalho/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/3622.png,https://www.fifaindex.com/players/fifa10/?nationality=38,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/38.png,84,87,Ricardo Carvalho,https://www.fifaindex.com/players/fifa10/?position=5,CB,31,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/2651/shay-given/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/2651.png,https://www.fifaindex.com/players/fifa10/?nationality=25,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/25.png,84,85,Shay Given,https://www.fifaindex.com/players/fifa10/?position=0,GK,33,https://www.fifaindex.com/team/10/manchester-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/10.png
https://www.fifaindex.com/player/246/paul-scholes/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/246.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,84,88,Paul Scholes,https://www.fifaindex.com/players/fifa10/?position=17,CM,34,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/165239/samir-nasri/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/165239.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,83,90,Samir Nasri,https://www.fifaindex.com/players/fifa10/?position=23,CAM,22,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/163419/bacary-sagna/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/163419.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,83,85,Bacary Sagna,https://www.fifaindex.com/players/fifa10/?position=3,RB,26,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/154950/yuriy-zhirkov/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/154950.png,https://www.fifaindex.com/players/fifa10/?nationality=40,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/40.png,83,90,Yuriy Zhirkov,https://www.fifaindex.com/players/fifa10/?position=19,LM,26,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/152554/ga%C3%ABl-clichy/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/152554.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,83,87,Gaël Clichy,https://www.fifaindex.com/players/fifa10/?position=8,LWB,24,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/51539/edwin-van-der-sar/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/51539.png,https://www.fifaindex.com/players/fifa10/?nationality=34,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/34.png,83,89,Edwin van der Sar,https://www.fifaindex.com/players/fifa10/?position=0,GK,38,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/46815/brede-hangeland/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/46815.png,https://www.fifaindex.com/players/fifa10/?nationality=36,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/36.png,83,86,Brede Hangeland,https://www.fifaindex.com/players/fifa10/?position=5,CB,28,https://www.fifaindex.com/team/144/fulham/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/144.png
https://www.fifaindex.com/player/45119/mikel-arteta/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/45119.png,https://www.fifaindex.com/players/fifa10/?nationality=45,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/45.png,83,85,Mikel Arteta,https://www.fifaindex.com/players/fifa10/?position=23,CAM,27,https://www.fifaindex.com/team/7/everton/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/7.png
https://www.fifaindex.com/player/34079/ashley-cole/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/34079.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,83,87,Ashley Cole,https://www.fifaindex.com/players/fifa10/?position=8,LWB,28,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/29488/john-carew/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/29488.png,https://www.fifaindex.com/players/fifa10/?nationality=36,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/36.png,83,85,John Carew,https://www.fifaindex.com/players/fifa10/?position=30,ST,29,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/16254/tim-howard/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/16254.png,https://www.fifaindex.com/players/fifa10/?nationality=95,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/95.png,83,86,Tim Howard,https://www.fifaindex.com/players/fifa10/?position=0,GK,30,https://www.fifaindex.com/team/7/everton/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/7.png
https://www.fifaindex.com/player/15723/dirk-kuyt/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/15723.png,https://www.fifaindex.com/players/fifa10/?nationality=34,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/34.png,83,85,Dirk Kuyt,https://www.fifaindex.com/players/fifa10/?position=30,ST,29,https://www.fifaindex.com/team/9/liverpool/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/9.png
https://www.fifaindex.com/player/6826/gareth-barry/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/6826.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,83,85,Gareth Barry,https://www.fifaindex.com/players/fifa10/?position=11,CDM,28,https://www.fifaindex.com/team/10/manchester-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/10.png
https://www.fifaindex.com/player/241/ryan-giggs/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/241.png,https://www.fifaindex.com/players/fifa10/?nationality=50,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/50.png,83,88,Ryan Giggs,https://www.fifaindex.com/players/fifa10/?position=19,LM,35,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/27/joe-cole/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/27.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,83,87,Joe Cole,https://www.fifaindex.com/players/fifa10/?position=15,RM,27,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/177491/eduardo/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/177491.png,https://www.fifaindex.com/players/fifa10/?nationality=10,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/10.png,82,87,Eduardo,https://www.fifaindex.com/players/fifa10/?position=30,ST,26,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/177003/luka-modri%C4%87/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/177003.png,https://www.fifaindex.com/players/fifa10/?nationality=10,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/10.png,82,90,Luka Modrić,https://www.fifaindex.com/players/fifa10/?position=23,CAM,23,https://www.fifaindex.com/team/18/tottenham-hotspur/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/18.png
https://www.fifaindex.com/player/166706/martin-%C5%A1krtel/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/166706.png,https://www.fifaindex.com/players/fifa10/?nationality=43,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/43.png,82,86,Martin Škrtel,https://www.fifaindex.com/players/fifa10/?position=5,CB,24,https://www.fifaindex.com/team/9/liverpool/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/9.png
https://www.fifaindex.com/player/164469/gabriel-agbonlahor/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/164469.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,82,87,Gabriel Agbonlahor,https://www.fifaindex.com/players/fifa10/?position=30,ST,22,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/138726/joleon-lescott/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/138726.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,82,85,Joleon Lescott,https://www.fifaindex.com/players/fifa10/?position=5,CB,27,https://www.fifaindex.com/team/10/manchester-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/10.png
https://www.fifaindex.com/player/136130/alex/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/136130.png,https://www.fifaindex.com/players/fifa10/?nationality=54,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/54.png,82,84,Alex,https://www.fifaindex.com/players/fifa10/?position=5,CB,27,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/110652/riera/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/110652.png,https://www.fifaindex.com/players/fifa10/?nationality=45,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/45.png,82,88,Riera,https://www.fifaindex.com/players/fifa10/?position=19,LM,27,https://www.fifaindex.com/team/9/liverpool/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/9.png
https://www.fifaindex.com/player/103935/alberto-aquilani/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/103935.png,https://www.fifaindex.com/players/fifa10/?nationality=27,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/27.png,82,88,Alberto Aquilani,https://www.fifaindex.com/players/fifa10/?position=17,CM,25,https://www.fifaindex.com/team/9/liverpool/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/9.png
https://www.fifaindex.com/player/53914/phil-jagielka/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53914.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,82,86,Phil Jagielka,https://www.fifaindex.com/players/fifa10/?position=5,CB,27,https://www.fifaindex.com/team/7/everton/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/7.png
https://www.fifaindex.com/player/53769/deco/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53769.png,https://www.fifaindex.com/players/fifa10/?nationality=38,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/38.png,82,90,Deco,https://www.fifaindex.com/players/fifa10/?position=17,CM,32,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/45601/florent-malouda/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/45601.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,82,86,Florent Malouda,https://www.fifaindex.com/players/fifa10/?position=19,LM,29,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/12265/owen-hargreaves/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/12265.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,82,85,Owen Hargreaves,https://www.fifaindex.com/players/fifa10/?position=11,CDM,28,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/11983/brad-friedel/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/11983.png,https://www.fifaindex.com/players/fifa10/?nationality=95,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/95.png,82,84,Brad Friedel,https://www.fifaindex.com/players/fifa10/?position=0,GK,38,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/8473/tom%C3%A1%C5%A1-rosick%C3%BD/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/8473.png,https://www.fifaindex.com/players/fifa10/?nationality=12,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/12.png,82,87,Tomáš Rosický,https://www.fifaindex.com/players/fifa10/?position=23,CAM,28,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/3395/shaun-wright-phillips/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/3395.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,82,84,Shaun Wright-Phillips,https://www.fifaindex.com/players/fifa10/?position=14,RWM,27,https://www.fifaindex.com/team/10/manchester-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/10.png
https://www.fifaindex.com/player/2769/bosingwa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/2769.png,https://www.fifaindex.com/players/fifa10/?nationality=38,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/38.png,82,84,Bosingwa,https://www.fifaindex.com/players/fifa10/?position=2,RWB,27,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/330/robbie-keane/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/330.png,https://www.fifaindex.com/players/fifa10/?nationality=25,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/25.png,82,84,Robbie Keane,https://www.fifaindex.com/players/fifa10/?position=27,CF,29,https://www.fifaindex.com/team/18/tottenham-hotspur/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/18.png
